vehiculo_marca;vehiculo_modelo;vehiculo_traccion;vehiculo_id;vehiculo_cilindrada;vehiculo_potencia;vehiculo_tipo_transmision;vehiculo_tipo_combustible;vehiculo_standard_emision;lca_numero;fecha_firma;ensayo_gei_numero;ensayo_gei_laboratorio;emision_CO2;consumo_urbano;consumo_extraurbano;consumo_mixto;id_etiqueta
CHERY;BERLINA 4 PUERTAS CON PORTÓN TRASERO;4x2;CHERY SQR371F;998;51;MANUAL;NAFTA;EURO V;;5/5/2015;87-715/2017-191/14;TÜV Rheinland;145;7.5;5.3;6.1;000691D
CHERY;HATCHBACK;4x2;CHERY SQRE4T15;1498;;MANUAL;NAFTA;EURO V;;19/10/2016;CSS364588;VCA;186;9.9;6.7;7.9;000108A
CHERY;HATCHBACK;4x2;CHERY SQRD4G20;1971;90;MANUAL;NAFTA;EURO V;360;14/5/2019;CN170800522;IDIADA;189;10.6;6.5;8.0;000324B
CHERY;HATCHBACK;4x2;CHERY SQRE4G15B;1499;83;AUTOMÁTICA;NAFTA;EURO V;829;25/2/2021;CN20070700;IDIADA;164;8.8;5.8;6.9;000706D
CHERY;HATCHBACK;4x2;CHERY SQRE4G15B;1499;83;MANUAL;NAFTA;EURO V;832;25/2/2021;CN20070702;IDIADA;187;10.2;6.6;7.9;000709D
CHERY;HATCHBACK;4x2;CHERY SQRD4G15;1497;80;CVT;NAFTA;EURO V;837;1/3/2021;CN20070710;IDIADA;190;10.5;6.5;8;000715D
CHERY;HATCHBACK;4x2;CHERY SQRD4G15;1497;80;MANUAL;NAFTA;EURO V;838;1/3/2021;CN20070709;IDIADA;177;9.6;6.1;7.4;000716D
CHERY;SUV;4x2;CHERY SQRE4T15B;1498;108;AUTOMÁTICA;NAFTA;EURO V;873;4/6/2021;87-R101-1298/19-00;TÜV Rheinland;181;9.8;6.4;7.6;000754D
CHERY;SUV;4x2;CHERY SQRE4T15B;1498;108;MANUAL;NAFTA;EURO V;874;4/6/2021;87-R101-1299/19-00;TÜV Rheinland;177;9.5;6.3;7.5;000755D
CHERY;HATCHBACK;4x2;CHERY SQRE4G15C;1499;83;MANUAL;NAFTA;EURO V;916;13/9/2021;CN20080084;IDIADA;174;9.3;6.3;7.4;000801D
CHERY;HATCHBACK;4x2;CHERY SQRE4G15C;1499;83;CVT;NAFTA;EURO V;917;13/9/2021;CN20080085;IDIADA;173;9.4;6.2;7.3;000802D
CHERY;SUV;4x2;CHERY SQRF4J16;1598;136.5;AUTOMÁTICA;NAFTA;EURO V;919;14/9/2021;CN20100377;IDIADA;165;8.6;6.2;7.0;000803D
CHEVROLET;FURGONETA;4x2;CHEVROLET A18XE (1.8 SOHC);1796;;MANUAL;NAFTA;EURO V;;31/1/2017;CPLE 085/2016;GENERAL MOTORS DO BRASIL LTDA.;198.87;11.35;6.68;8.40;000213B
CHEVROLET;5 PUERTAS HB;4x2;CHEVROLET 2H0, A18XER o F18D4 (1.8 DOHC);1796;;MANUAL;NAFTA;EURO V;;7/2/2017;KR18060019;IDIADA;190.6;11.43;6.3;8.19;000342B
CHEVROLET;5 PUERTAS HB;4x4;CHEVROLET 2H0, A18XER o F18D4 (1.8 DOHC);1796;;AUTOMÁTICA;NAFTA;EURO V;;9/2/2018;KR18060020;IDIADA;204.9;12.06;6.91;8.80;000350B
CHEVROLET;SEDÁN 4 PUERTAS;4x2;CHEVROLET A18XE / LJ1 (1.8 SOHC);1796;;AUTOMÁTICA;NAFTA;EURO V;;18/1/2018;CPLE 076/2016 Rev.2;CAMPO DE PROVAS DA CRUZ ALTA, GM BRASIL;186.39;11.54;5.86;7.91;000166A
CHEVROLET;SEDÁN 4 PUERTAS;4x2;CHEVROLET A18XE / LJ1 (1.8 SOHC);1796;;MANUAL;NAFTA;EURO V;;18/1/2018;CPLE075/2016 REV. 2;CAMPO DE PROVAS DA CRUZ ALTA, GM BRASIL;174.66;10.53;5.60;7.42;000094A
CHEVROLET;SEDÁN 3 PUERTAS COUPÉ;4x2;CHEVROLET LT1 - 6.2L;6162;;AUTOMÁTICA;NAFTA;EURO VI a;;30/8/2016;LCA 53 0012 297 15;LUXCONTROL S.A.;260;17.4;7.8;11.3;000075A
CHEVROLET;CONVERTIBLE;4x2;CHEVROLET LT1 - 6.2L;6162;;AUTOMÁTICA;NAFTA;EURO VI a;;30/8/2016;LCA 53 0012 297 15;LUXCONTROL S.A.;269;18.1;8.1;11.7;000076A
CHEVROLET;SUV;4x2 - 4x4;CHEVROLET LWN (XLDE) - DURAMAX / CTDI 2.8L;2776;;AUTOMÁTICA;GAS OIL;EURO V;;6/12/2018;CPLE 032/2018;GENERAL MOTORS DO BRASIL LTDA.;257.19;12.60;8.16;9.78;000210B
CHEVROLET;PICK UP, CABINA SIMPLE - CABINA DOBLE;4x2 - 4x4;CHEVROLET LWN (XLDE) - DURAMAX / CTDI 2.8L;2776;;MANUAL;GAS OIL;EURO V;;18/1/2018;CPLE 030/2018;GENERAL MOTORS DO BRASIL LTDA.;238.62;11.37;7.75;9.08;000206B
CHEVROLET;PICK UP, CABINA SIMPLE - CABINA DOBLE;4x2 - 4x4;CHEVROLET LWN (XLDE) - DURAMAX / CTDI 2.8L;2776;;AUTOMÁTICA;GAS OIL;EURO V;;18/1/2018;CPLE 031/2018;GENERAL MOTORS DO BRASIL LTDA.;250.93;12.35;7.92;9.53;000209B
CHEVROLET;MONOVOLÚMEN 4 PUERTAS Y PORTÓN TRASERO;4x2;CHEVROLET LJ1 – (FAM1 GV 1.8L SOHC 2V);1796;;MANUAL;NAFTA;EURO V;;5/12/2017;CPLE 042/2017 Rev.1;GENERAL MOTORS DO BRASIL LTDA.;192.84;10.69;6.64;8.13;000234B
CHEVROLET;MOMOVOLÚMEN 4PUERTAS Y PORTÓN TRASERO (5 / 7 ASIENTOS);4x2;CHEVROLET LJ1 – (FAM1 GV 1.8L SOHC 2V);1796;;MANUAL;NAFTA;EURO V;;5/12/2017;CPLE 039/2017;GENERAL MOTORS DO BRASIL LTDA.;184.54;10.45;6.22;7.78;000259B
CHEVROLET;MONOVOLÚMEN 4 PUERTAS Y PORTÓN TRASERO (5 / 7 ASIENTOS);4x2;CHEVROLET LJ1 – (FAM1 GV 1.8L SOHC 2V);1796;;AUTOMÁTICA;NAFTA;EURO V;;24/1/2018;CPLE 041/2017 Rev.1;GENERAL MOTORS DO BRASIL LTDA.;189.24;10.91;6.55;8.16;000332B
CHEVROLET;MOMOVOLÚMEN 4PUERTAS Y PORTÓN TRASERO;4x2;CHEVROLET LJ1 – (FAM1 GV 1.8L SOHC 2V);1796;;AUTOMÁTICA;NAFTA;EURO V;;27/12/2017;CPLE 040/2017 Rev.1;GENERAL MOTORS DO BRASIL LTDA.;176.52;10.29;5.80;7.45;000232B
CHEVROLET;SUV 5 PUERTAS;4x2;CHEVROLET LYX (1.5L);1490;;AUTOMÁTICA;NAFTA;EURO V;38;4/5/2018;LCA 53 0012 079 17;LUXCONTROL S.A.;177.3;9.87;6.39;7.67;000011A
CHEVROLET;SUV 5 PUERTAS;4x4;CHEVROLET LYX (1.5L);1490;;AUTOMÁTICA;NAFTA;EURO V;39;4/5/2018;LCA 53 0012 079 17;LUXCONTROL S.A.;187.9;10.62;6.67;8.11;000012A
CHEVROLET;SEDÁN 4 PUERTAS CON PORTÓN TRASERO HB / SEDÁN 4 PUERTSA CON BAÚL TRASERO NB;4x2;CHEVROLET A14XE / LKK Fam I  (1.4 SOHC);1389;72.1;AUTOMÁTICA;NAFTA;EURO V;359;14/5/2019;CPLE0078/16 Rev2;GENERAL MOTORS DO BRASIL LTDA.;166.56;9.78;5.64;7.15;000323B
CHEVROLET;SEDÁN 4 PUERTAS CON TAPA BAÚL NB;4x2;CHEVROLET LE2 / A14XFT;1399;112;MANUAL;NAFTA;EURO V;361;20/5/2019;KR19010233;IDIADA;148.7;8.25;5.33;6.41;000325B
CHEVROLET;SEDÁN 4 PUERTAS CON TAPA BAÚL NB;4x2;CHEVROLET LE2 / A14XFT;1399;112;MANUAL;NAFTA;EURO V;361;12/1/2021;KR20100168;IDIADA;149.1;8.31;5.35;6.47;000669C
CHEVROLET;SEDÁN 4 PUERTAS CON PORTÓN TRASERO HB;4x2;CHEVROLET A14XE / LKK Fam I  (1.4 SOHC);1389;72.1;MANUAL;NAFTA;EURO V;366;17/5/2019;CPLE-098/2019 Rev.1;GENERAL MOTORS DO BRASIL LTDA.;166.12;9.70;5.65;7.14;000330B
CHEVROLET;SEDÁN 4 PUERTSA CON BAÚL TRASERO NB;4x2;CHEVROLET A14XE / LKK Fam I  (1.4 SOHC);1389;72.1;MANUAL;NAFTA;EURO V;366;17/5/2019;CPLE-079/2016 Rev.2;GENERAL MOTORS DO BRASIL LTDA.;164.32;9.53;5.48;6.99;000387B
CHEVROLET;SEDÁN 4 PUERTAS CON BAÚL TRASERO NB;4x2;CHEVROLET LE2 / A14XFT;1399;112;AUTOMÁTICA;NAFTA;EURO V;375;22/5/2019;KR19010234;IDIADA;152.4;8.33;5.56;6.56;000339B
CHEVROLET;SEDÁN 4 PUERTAS CON BAÚL TRASERO NB;4x2;CHEVROLET LE2 / A14XFT;1399;112;AUTOMÁTICA;NAFTA;EURO V;375;12/1/2021;KR20100169;IDIADA;154.4;8.44;5.63;6.67;000661C
CHEVROLET;SEDÁN 4 PUERTAS CON PORTÓN TRASERO HB;4x2;CHEVROLET LE2 / A14XFT ;1399;112;AUTOMÁTICA;NAFTA;EURO V;383;28/5/2019;KR19010236;IDIADA;156.1;8.26;5.84;6.73;000345B
CHEVROLET;SEDÁN 4 PUERTAS CON PORTÓN TRASERO HB;4x2;CHEVROLET LE2 / A14XFT ;1399;112;AUOTMÁTICA;NAFTA;EURO V;383;16/12/2020;KR20100171;IDIADA;156.1;8.26;5.84;6,72;000345B
CHEVROLET;SEDÁN 4 PUERTAS CON PORTÓN TRASERO HB;4x2;CHEVROLET LE2 / A14XFT ;1399;112;MANUAL;NAFTA;EURO V;384;28/5/2019;KR19010235;IDIADA;152;8.23;5.58;6.56;000346B
CHEVROLET;SEDÁN 4 PUERTAS CON PORTÓN TRASERO HB;4x2;CHEVROLET LE2 / A14XFT ;1399;112;MANUAL;NAFTA;EURO V;384;18/1/2021;KR20010109;IDIADA;152;8.23;5.58;6.56;000346B
CHEVROLET;SEDÁN 4 PUERTAS CON PORTÓN TRASERO HB;4x2;CHEVROLET L4F (1.0L T PFI E0 L4F);1000;85;MANUAL;NAFTA;EURO V;486;5/9/2019;CPLE-106/2019 Rev.1;GENERAL MOTORS DO BRASIL LTDA.;131.39;7.61;4.51;5.63;000421B
CHEVROLET;SEDÁN 4 PUERTAS CON BAÚL TRASERO NB;4x2;CHEVROLET L4F (1.0L T PFI E0 L4F);1000;85;MANUAL;NAFTA;EURO V;494;17/9/2019;CPLE-107/2019 Rev.1;GENERAL MOTORS DO BRASIL LTDA.;132.05;7.81;4.46;5.69;000429B
CHEVROLET;SEDÁN 4 PUERTAS CON PORTÓN TRASERO HB;4x2;CHEVROLET L4F (1.0L T PFI E0 L4F);1000;85;AUTOMÁTICA;NAFTA;EURO V;496;18/9/2019;CPLE-105/2019 Rev.1;GENERAL MOTORS DO BRASIL LTDA.;142.57;8.42;4.78;6.12;000431B
CHEVROLET;SEDÁN 4 PUERTAS CON PORTÓN TRASERO HB;4x2;CHEVROLET A14XE / LKK Fam I;1389;72.1;MANUAL;NAFTA;EURO V;504;26/9/2019;"CPLE098/2019 Rev.1; ECP-LE 076/2019 Rev.1";GENERAL MOTORS DO BRASIL LTDA.;165.12;9.71;5.65;7.14;000438B
CHEVROLET;SEDÁN 4 PUERTAS CON BAÚL TRASERO NB;4x2;CHEVROLET A14XE / LKK Fam I;1389;72.1;MANUAL;NAFTA;EURO V;505;26/9/2019;"CPLE079/2017 Rev.2; ECP-LE 062/2019 Rev.1";GENERAL MOTORS DO BRASIL LTDA.;164.32;9.53;5.48;6.99;000439B
CHEVROLET;MONOVOLÚMEN 4 PUERTAS Y PORTÓN TRASERO;4x2;CHEVROLET LJ1-(FAM 1 GV 1.8L SOHC 2V);1796;77.2;MANUAL;NAFTA;EURO V;508;11/10/2019;CPLE 042/2017 Rev.1;GENERAL MOTORS DO BRASIL LTDA.;192.83;10.68;6.64;8.13;000442B
CHEVROLET;MONOVOLÚMEN 4 PUERTAS Y PORTÓN TRASERO;4x2;CHEVROLET LJ1-(FAM 1 GV 1.8L SOHC 2V);1796;77.2;AUTOMÁTICA;NAFTA;EURO V;509;11/10/2019;CPLE 040/2017 Revisión: 1;GENERAL MOTORS DO BRASIL LTDA.;176.52;10.29;5.80;7.45;000443B
CHEVROLET;SEDÁN 4 PUERTAS CON BAÚL TRASERO NB;4x2;CHEVROLET L4F (1.0L T PFI E0 L4F) ;1000;85;AUOTMÁTICA;NAFTA;EURO V;510;11/10/2019;CPLE-108/2019 Rev.2;GENERAL MOTORS DO BRASIL LTDA.;138.78;8.44;4.53;5.96;000444B
CHEVROLET;MONOVOLÚMEN 4 PUERTAS Y PORTÓN TRASERO;4x2;CHEVROLET LJ1-(FAM 1 GV 1.8L SOHC 2V);1796;77.2;AUTOMÁTICA;NAFTA;EURO V;511;1/11/2019;"CPLE041/2017 Rev.1; ECP-LE 053/2019";GENERAL MOTORS DO BRASIL LTDA.;189;10.9;6.6;8.2;000445B
CHEVROLET;2 PUERTAS;4x2;CHEVROLET A18XE;1796;77;MANUAL;NAFTA;EURO V;518;1/11/2019;"CPLE085/2016 Rev.2; ECP-LE 037/2019";GENERAL MOTORS DO BRASIL LTDA.;199;11.4;6.7;8.4;000452B
CHEVROLET;SEDÁN 4 PUERTAS;4x2;CHEVROLET A18XE / LJ1 (1.8 SOHC);1796;77.2;MANUAL;NAFTA;EURO V;521;12/11/2019;CPLE 075/2016 Rev.2 ECP-LE 035/2018 Rev.1;GENERAL MOTORS DO BRASIL LTDA.;174.6;10.5;5.6;7.4;000455B
CHEVROLET;SEDÁN 4 PUERTAS;4x2;CHEVROLET A18XE / LJ1 (1.8 SOHC);1796;77.2;AUTOMÁTICA;NAFTA;EURO V;524;14/11/2019;CPLE 076/2016 Rev.2;GENERAL MOTORS DO BRASIL LTDA.;186.39;11.54;5.86;7.91;000460B
CHEVROLET;SEDÁN 4 PUERTAS Y PORTÓN TRASERO;4x2;CHEVROLET 2H0 o A18XER o F18D4 (1.8 DOHC);1796;103;MANUAL;NAFTA;EURO V;525;12/11/2019;KR18060019;IDIADA;190.6;11.43;6.30;8.19;000461B
CHEVROLET;SEDÁN 4 PUERTAS Y PORTÓN TRASERO;4x4;CHEVROLET 2H0 o A18XER o F18D4 (1.8 DOHC);1796;103;AUTOMÁTICA;NAFTA;EURO V;526;12/11/2019;KR18060020;IDIADA;204.9;12.06;6.91;8.80;000462B
CHEVROLET;MONOVOLÚMEN 4 PUERTAS Y PORTÓN TRASERO;4x2;CHEVROLET LJ1 – (FAM1 GV 1.8L SOHC 2V) (1.8 SOHC);1796;77;MANUAL;NAFTA;EURO V;550;9/12/2019;CPLE 039/2017 Rev.2;GENERAL MOTORS DO BRASIL LTDA.;184.54;10.45;6.22;7.78;000480B
CHEVROLET;COUPÉ;4x2;CHEVROLET LT1 - 6.2L;6162;333;MANUAL;NAFTA;EURO VI;551;9/12/2019;LCA 53 0012 297 15;LUXCONTROL S.A.;260;17.4;7.8;11.3;000481B
CHEVROLET;CONVERTIBLE;4x2;CHEVROLET LT1 - 6.2L;6162;333;MANUAL;NAFTA;EURO VI;551;9/12/2019;LCA 53 0012 297 16;LUXCONTROL S.A.;269;18.1;8.1;11.7;000482B
CHEVROLET;SUV 4 PUERTAS CON PORTÓN TRASERO;4x2;CHEVROLET 1.2L T PFI (L4H);1199;97;MANUAL;NAFTA;EURO V;573;10/1/2020;61GMY0061A;ATE EL;140;7.8;5.0;6.0;000497B
CHEVROLET;SUV 4 PUERTAS CON PORTÓN TRASERO;4x2;CHEVROLET 1.2L T PFI (L4H);1199;97;MANUAL;NAFTA;EURO V;573;20/4/2021;61GMY0068A;ATE EL;145;8.3;5.0;6.2;000720D
CHEVROLET;SUV 4 PUERTAS CON PORTÓN TRASERO;4x2;CHEVROLET 1.2L T PFI (L4H);1199;97;AUTOMÁTICA;NAFTA;EURO V;574;10/1/2020;61GMY0064A;ATE EL;165;9.6;5.7;7.1;000498B
CHEVROLET;SUV 4 PUERTAS CON PORTÓN TRASERO;4x2;CHEVROLET 1.2L T PFI (L4H);1199;97;AUTOMÁTICA;NAFTA;EURO V;574;20/4/2021;61GMY0064A;ATE EL;165;9.6;5.7;7.1;000498B
CHEVROLET;PICK UP;4x2, 4x4;CHEVROLET LWN (XLDE) – Duramax / CTDI 2.8L;2776;147;MANUAL;GAS OIL;EURO V;858;19/4/2021;US20120012;IDIADA;239;10.9;8;9.1;000737D
CHEVROLET;PICK UP;4x2, 4x4;CHEVROLET LWN (XLDE) – Duramax / CTDI 2.8L;2776;147;AUTOMÁTICA;GAS OIL;EURO V;859;19/4/2021;US20120011;IDIADA;244;11.7;7.9;9.3;000738D
CHEVROLET;PICK UP;4x2, 4x4;CHEVROLET LWN (XLDE) – Duramax / CTDI 2.8L;2776;147;AUTOMÁTICA;GAS OIL;EURO V;859;24/9/2021;US21060002;IDIADA;256;12.1;8.3;9.7;000804D
CHEVROLET;SUV 4 PUERTAS CON PORTÓN TRASERO;4x2, 4x4;CHEVROLET LWN (XLDE) – Duramax / CTDI 2.8L;2776;147;AUTOMÁTICA;GAS OIL;EURO V;860;19/4/2021;US20120010;IDIADA;250;12;8.1;9.5;000739D
CITROËN;COUPÉ 3 + 2 PUERTAS;4x2;CITROËN EP6CDTM (5FM);1598;;AUTOMÁTICA;NAFTA;EURO V;;11/10/2011;11/04511;UTAC;177.6;10.6;6.0;7.7;000106A
CITROËN;BERLINA 3 PUERTAS;4x2;CITROËN EP6CDT (5FV);1598;;MANUAL;NAFTA;EURO V;;21/12/2011;11/02413;UTAC;140.8;8.2;4.7;6.0;000118A
CITROËN;BERLINA 3 PUERTAS;4x2;CITROËN EP6C (5FS) ;1598;;MANUAL;NAFTA;EURO V;;1/10/2012;09/02572;UTAC;141.2;8.0;4.9;6.0;000120A
CITROËN;SUV;4x2;CITROËN EC5 (NFP);1587;83;AUTOMÁTICA;NAFTA;EURO V;;19/9/2018;0298/17;DELPHI;183.12;10.39;6.34;7.86;000519C
CITROËN;SEDÁN 5 PUERTAS (FAMILIAR);4x2;CITROËN EP6FDTM (5GY);1598;;AUTOMÁTICA;NAFTA;EURO V;105;5/7/2018;BR17110001;IDIADA;177;9.9;6.3;7.6;000024A
CITROËN;FAMILIAR 5 PUERTAS;4x2;CITROËN EC5 (NFP);1587;;MANUAL;NAFTA;EURO V;106;5/7/2018;1-0244/17;DELPHI;177.53;10.39;5.96;7.6;000025A
CITROËN;FAMILIAR 5 PUERTAS;4x2;CITROËN EC5 (NFP);1587;;AUTOMÁTICA;NAFTA;EURO V;107;6/7/2018;3-0241/17;DELPHI;182.49;9.48;6.83;7.81;000026A
CITROËN;BERLINA 4 PUERTAS;4x2;PSA PEUGEOT CITROËN DV6C (9HD);1560;82;MANUAL;GAS OIL;EURO V;363;16/5/2019;OT833;LCEGV;161.08;7;5.57;6.1;000327B
CITROËN;MONOVOLUMEN 5 PLAZAS / MONOVULUMEN 7 PLAZAS;4x2;CITROËN 9HC (DV6C);1560;85;MANUAL;GAS OIL;EURO V;388;3/6/2019;13/06433;UTAC;112.5;5.09;3.69;4.19;000349B
CITROËN;MONOVOLUMEN 7 PLAZAS;4x2;CITROËN 5GY (EP6FDTM);1598;121.4;MANUAL;NAFTA;EURO  V;432;2/8/2019;14/00859;UTAC;153.3;8.9;5;6.4;000383B
CITROËN;SUV;4x2;PSA DW10FC (EHZ);1997;130;AUTOMÁTICA;GAS OIL;EURO V;446;15/8/2019;18/08522;UTAC;142.4;6.6;4.8;5.4;000395B
CITROËN;SUV;4x2;PSA EP6FDTM (5GY);1598;121.4;AUTOMÁTICA;NAFTA;EURO V;448;15/8/2019;18/07901;UTAC;181.4;10.5;6.3;7.9;000398B
CITROËN;BERLINA 5 PUERTAS;4x2;CITROËN EC5 (NFP);1587;83.5;AUTOMÁTICA;NAFTA;EURO V;934;05/1172021;2210677;FCA FIAT CHRYSLER AUTOMÓVEIS BRASIL LTDA.;200.7;11.3;7.1;8.7;000817D
CITROËN;BERLINA 5 PUERTAS;4x2;CITROËN EC5 (NFP);1587;83.5;MANUAL;NAFTA;EURO V;935;05/1172021;2210835;FCA FIAT CHRYSLER AUTOMÓVEIS BRASIL LTDA.;169.4;9.78;5.90;7.33;000818D
CITROËN;BERLINA 5 PUERTAS;4x2;PSA EB2 (HME);1199;60;MANUAL;NAFTA;EURO V;950;;2210838;FCA FIAT CHRYSLER AUTOMÓVEIS BRASIL LTDA.;149.8;8.37;5.38;6.48;000833D
CITROËN / DS;BERLINA 3 PUERTAS, CABRIOLET;4x2;CITROËN EP6FDTX (5GR);1598;;MANUAL;NAFTA;EURO VI b;;29/6/2016;15/09978;UTAC;129.4;6.9;4.6;5.4;000131A
CITROËN / DS;BERLINA 5 PUERTAS;4x2;CITROËN EP6FDTX (5GM);1598;;MANUAL;NAFTA;EURO VI b;;13/8/2018;15/06043;UTAC;137.7;7.6;5.0;5.9;000130A
DOMY;SEDÁN;4x2;MITSUBISHI 4A91T;1499;;CVT;NAFTA;EURO V;104;17/8/2018;CN17040186 ;IDIADA;188;10.1;6.7;7.9;000023A
DOMY;SEDÁN;4x2;DOMY JT15T;1499;;MANUAL;NAFTA;EURO V;133;17/8/2018;CN17040185;IDIADA;185;10.41;6.78;8.0;000060A
DOMY;SEDÁN;4x2;DOMY TN4G18T;1799;;AUTOMÁTICA DCT;NAFTA;EURO V;142;17/8/2018;CN17080445;IDIADA;219;12.2;7.8;9.4;000069A
DOMY;SEDÁN;4x2;MITSUBISHI 4G63S4T;1997;;AUTOMÁTICA DCT;NAFTA;EURO V;144;17/8/2018;CN17080446;IDIADA;216;12.3;7.6;9.3;000070A
DONGFENG;SEDÁN 5 PUERTAS;4x2;DONGFENG DFM A16;1556;;MANUAL;NAFTA;EURO V;235;27/2/2019;65DMA0196A;ATE-EL LUXEMBOURG;165;9.2;5.8;7.0;000221B
DS;RURAL 5 PUERTAS;4x2;PSA EP6FDTM (5GY);1598;;AUTOMÁTICA;NAFTA;EURO V;89;6/7/2018;17/09279;UTAC;169;9.9;6;7.4;000021A
DS;RURAL 5 PUERTAS;4x2;PSA DW10FC (EHZ);1997;;AUTOMÁTICA;GAS OIL;EURO V;117;15/8/2018;18/00879;UTAC;138.5;6.3;4.7;5.3;000041A
DS;FAMILIAR 5 PUERTAS;4x2;PSA EB2DT (HNJ) NAFTA;1199;114;AUTIMÁTICA;NAFTA;EURO  V;423;31/7/2019;19/04919;UTAC;138.9;7.7;5.2;6.1;000374B
DS;RURAL 5 PUERTAS;4x2;PSA EP6FADTXM (EGP);1598;158;AUTOMÁTICA;NAFTA;EURO VI;885;5/7/2021;21/01295;UTAC;159;9.2;5.7;7;000770D
DS;BERLINA 4 PUERTAS;4x2;PSA EP6FADTXM (EGP);1598;158;AUTOMÁTICA;NAFTA;EURO VI;886;5/7/2021;21/00649;UTAC;173.3;10.2;5.8;7.4;000771D
FAW;MINIBUS - FURGÓN;4x2;FAW CA4GX15;1495;72;MANUAL;NAFTA;EURO V;;5/12/2017;88-R101-515/14-00;TÜV Rheinland;163;8.5;6.1;7.0;000416B
FAW;CHASIS CON CABINA SIMPLE;4x2;FAW CA4GX15;1495;72;MANUAL;NAFTA;EURO V;;13/11/2017;04701-CCC2019QTRWT230741;CHANGCHUN AUTOMOBILE TEST CENTER;166;8.5;6.0;6.9;000417B
FAW;CHASIS CON CABINA DOBLE;4x2;FAW CA4GX15;1495;72;MANUAL;NAFTA;EURO V;;13/11/2017;04701-CCC2019QTRWT229741;CHANGCHUN AUTOMOBILE TEST CENTER;161;8.4;5.7;6.7;000418B
FAW;RURAL 5 PUERTAS;4x2;FAW CA4GB16;1598;80;MANUAL;NAFTA;EURO V;331;6/5/2019;CST393244a;VCA;177;8.9;6.6;7.5;000304B
FAW;RURAL 5 PUERTAS;4x2;FAW CA4GB16;1598;80;AUTOMÁTICA;NAFTA;EURO V;334;6/5/2019;CST393243;VCA;185.02;10.94;6.37;7.85;000307B
FAW;RURAL 5 PUERTAS;4x2;FAW CA4GB16;1598;80;AUTOMÁTICA;NAFTA;EURO V;442;15/8/2019;CST410761a Issue 1;VCA;150;7.5;5.6;6.3;000391B
FAW;RURAL 5 PUERTAS;4x2;FAW CA4GB16;1598;80;MANUAL;NAFTA;EURO V;453;15/8/2019;CST410761a Issue 1;VCA;150;7.5;5.6;6.3;000401B
FERRARI;COUPÉ;4x2;FERRARI F140GA;6496;585;MANUAL AUTOMATIZADA;NAFTA;EURO VI c;431;2/8/2019;H0743/2.1/BO ;CENTRO PROVA AUTOVEICOLI DI BOLOGNA;340;21.4;11.1;14.9;000381B
FERRARI;COUPÉ CERRADA;4x2;FERRARI F136FL;4497;441;MANUAL AUTOMATIZADA;NAFTA;EURO V;519;1/11/2019;D0931/CC/BO;CENTRO PROVA AUTOVEICOLI DI BOLOGNA;307;19.7;9.7;13.3;000453B
FERRARI;COUPÉ;4x2;FERRARI F154CD;3902;530;MANUAL AUTOMATIZADA;NAFTA;TIER 3;538;25/11/2019;0144/ISP/OMLS/18 Rev. 1;CSI S.p.A.;263;16.1;8.9;11.5;000475B
FERRARI;COUPÉ CONVERTIBLE;4x2;FERRARI F154CD;3902;530;MANUAL AUTOMATIZADA;NAFTA;TIER 3;538;15/12/2020;0144/ISP/OMLS/18 Rev. 1;CSI S.p.A.;263;16.1;8.9;11.5;000475B
FIAT;BERLINA;4x2;FIAT 55282059;1332;;MANUAL;NAFTA;EURO V;;24/10/2017;10268;FCA FIAT CHRYSLER AUTOMÓVEIS BRASIL LTDA.;148.42;8.13;5.32;6.36;000180B
FIAT;BERLINA;4x2;FIAT 55273256;1747;;MANUAL;NAFTA;EURO V;;19/4/2017;17057;FCA FIAT CHRYSLER AUTOMOVEIS BRASIL;169.73;10.02;5.68;7.27;000188B
FIAT;BERLINA;4x2;FIAT 55273256;1747;;MANUAL;NAFTA;EURO V;;19/4/2017;17057;FCA FIAT CHRYSLER AUTOMOVEIS BRASIL;169.73;10.02;5.68;7.27;000188B
FIAT;BERLINA;4x2;FIAT 55273256;1747;;MANUAL;NAFTA;EURO V;;10/10/2017;10461;FIAT AUTOMOVEIS S.A.;166.26;9.63;5.65;7.13;000335B
FIAT;BERLINA;4x2;FIAT 55280490;1747;;AUTOMÁTICA;NAFTA;EURO V;;10/10/2017;10386;FIAT AUTOMOVEIS S.A.;183.78;10.96;6.09;7.89;000201B
FIAT;BERLINA;4x2;FIAT 55280490;1747;;AUTOMÁTICA;NAFTA;EURO V;;10/10/2017;10386;FIAT AUTOMOVEIS S.A.;183.78;10.96;6.09;7.89;000201B
FIAT;PICK UP;4x2;FIAT 310A2011;1368;;MANUAL;NAFTA;EURO V;;15/1/2018;10371;FIAT AUTOMOVEIS S.A.;188.38;10.87;6.45;8.08;000139A
FIAT;SEDÁN;4x2;FIAT 55280490;1747;;AUTOMÁTICA;NAFTA;EURO V;;10/10/2017;10386;FIAT AUTOMOVEIS S.A.;183.78;10.96;6.09;7,89;000351B
FIAT;BERLINA;4x2;FIAT 55282059;1332;;MANUAL;NAFTA;EURO V;;10/10/2017;10481;FCA FIAT CHRYSLER AUTOMOVEIS BRASIL;147.65;8.10;5.29;6.33;000203B
FIAT;PICK UP;4x2;FIAT 178F4055;1598;;MANUAL;NAFTA;EURO V;;24/10/2017;10370;FIAT AUTOMOVEIS S.A.;194.46;10.83;6.88;8.33;000155A
