vehiculo_marca;vehiculo_modelo;vehiculo_traccion;vehiculo_id;vehiculo_cilindrada;vehiculo_potencia;vehiculo_tipo_transmision;vehiculo_tipo_combustible;vehiculo_standard_emision;lca_numero;fecha_firma;ensayo_gei_numero;ensayo_gei_laboratorio;emision_CO2;consumo_urbano;consumo_extraurbano;consumo_mixto;id_etiqueta
FIAT;BERLINA;4x2;FIAT 55282059;1332;;MANUAL;NAFTA;EURO V;80;24/7/2018;3180064;FIAT AUTOMOVEIS S.A.;146.42;8.05;5.34;6.34;000018A
FIAT;BERLINA;4x2;FIAT 55282059;1332;;MANUAL;NAFTA;EURO V;80;24/7/2018;3180064;FIAT AUTOMOVEIS S.A.;146.42;8.05;5.34;6.34;000018A
FIAT;BERLINA;4x2;FIAT 55282059;1332;;MANUAL;NAFTA;EURO V;80;24/7/2018;3180064;FIAT AUTOMOVEIS S.A.;146.42;8.05;5.34;6.34;000018A
FIAT;CAMIONETA;4x4;FIAT 55261674;1956;;AUTOMATICA;GAS OIL;EURO V;150;4/9/2018;5180821;FCA FIAT CHRYSLER AUTOMOVEIS BRASIL;215.39;9.90;7.19;8.19;000071A
FIAT;CAMIONETA;4x4;FIAT 55261674;1956;;AUTOMATICA;GAS OIL;EURO V;150;4/9/2018;5180821;FCA FIAT CHRYSLER AUTOMOVEIS BRASIL;215.39;9.90;7.19;8.19;000071A
FIAT;CAMIONETA;4x4;FIAT 55261674;1956;125;AUOTMÁTICA;GAS OIL;EURO V;150;2/8/2019;6190423;FCA FIAT CHRYSLER AUTOMOVEIS BRASIL;206.94;10.12;6.56;7.88;000071A
FIAT;CAMIONETA;4x4;FIAT 55261674;1956;125;AUTOMATICA;GAS OIL;EURO V;150;;;;;;;;
FIAT;CAMIONETA;4x2;FPT 55281002;1747;;AUTOMÁTICA;NAFTA;EURO V;156;4/9/2018;2180648;FCA FIAT CHRYSLER AUTOMOVEIS BRASIL;189.42;10.22;6.89;8.12;000066A
FIAT;BERLINA;4x2;FIAT 55282059;1332;72.8;MANUAL;NAFTA;EURO  V;429;1/8/2019;2190692;FCA FIAT CHRYSLER AUTOMOVEIS BRASIL;151.75;8.39;5.49;6.56;000379B
FIAT;PICK UP;4x2;FIAT 55282059;1332;73;MANUAL;NAFTA;EURO V;694;23/7/2020;2200154;FCA FIAT CHRYSLER AUTOMOVEIS BRASIL;163.2;9;5.9;7.1;000580C
FIAT;PICK UP;4x2;FCA 55281002;1747;95.6;AUTOMÁTICA;NAFTA;EURO V;827;23/2/2021;3201218;FCA FIAT CHRYSLER AUTOMOVEIS BRASIL;195.38;11.25;6.69;8.37;000704D
FIAT;PICK UP;4x4;FCA 55261674;1956;125;AUTOMÁTICA;GAS OIL;EURO V;828;23/2/2021;6201694;FCA FIAT CHRYSLER AUTOMOVEIS BRASIL;202.58;9.68;6.54;7.7;000705D
FIAT;PICK UP;4x4;FCA 55261674;1956;125;AUTOMÁTICA;GAS OIL;EURO V;830;25/2/2021;6201702;FCA FIAT CHRYSLER AUTOMOVEIS BRASIL;218.63;10.20;7.2;8.31;000707D
FIAT;PICK UP;4x4;FCA 55261674;1956;125;AUTOMÁTICA;GAS OIL;EURO V;831;25/2/2021;6201635;FCA FIAT CHRYSLER AUTOMOVEIS BRASIL;212.61;10.11;6.89;8;000708D
FIAT;PICK UP;4x4;FCA 55261674;1956;125;AUTOMÁTICA;GAS OIL;EURO V;831;25/10/2021;6201635;FCA FIAT CHRYSLER AUTOMOVEIS BRASIL;212.61;10.11;6.89;8;000708D
FIAT;PICK UP;4x2;FIAT 46348733;1332;129;AUTOMÁTICA;NAFTA;EURO V;856;6/4/2021;6210361;FCA FIAT CHRYSLER AUTOMOVEIS BRASIL;184.15;9.64;6.59;7.72;000736D
FIAT;PICK UP;4x2;FIAT 327A0055;1368;72.8;MANUAL;NAFTA;EURO V;892;21/7/2021;6210805;FCA CHRYSLER AUTOMOVEIS BRASIL;166.33;9.39;5.8;7.12;000776D
FIAT;SUV;4x2;FIAT 55282059;1332;72.8;MANUAL;NAFTA;EURO V;893;26/7/2021;2210539;FCA CHRYSLER AUTOMOVEIS BRASIL;147.77;8.42;5.1;6.33;000777D
FIAT;SUV;4x2;FIAT 55282059;1332;72.8;CVT;NAFTA;EURO V;896;26/7/2021;3210757;FCA CHRYSLER AUTOMOVEIS BRASIL;142;7.84;5.1;6.11;000779D
FIAT;SUV;4x2;FIAT 46347978;999;88.3;CVT;NAFTA;EURO V;897;26/7/2021;5210734;FCA CHRYSLER AUTOMOVEIS BRASIL;160;8.78;5.59;6.76;000780D
FORD;HATCH 5 PUERTAS, SEDÁN 5 PUERTAS;4x2;FORD 1.6L Sigma I-4;1596;;MANUAL;NAFTA;EURO V;;31/1/2017;ESR340701;VCA;152.55;9.24;4.98;6.55;000135A
FORD;SEDÁN 4 Y 5 PUERTAS;4x2;FORD 2.0L I4 GTDI;1999;179;AUTOMÁTICA;NAFTA;EURO V;;;T02-USQ231689 Rev1;VCA;231.13;13.72;7.81;9.97;000743D
FORD;SEDÁN 5 PUERTAS;4x2;FORD 2.0L GTDI;1999;;AUTOMÁTICA;NAFTA;EURO VI;;11/8/2015;T02 USQ305855-3;VCA;204;12.5;6.9;8.9;000105A
FORD;SUV 5 PUERTAS;4x2;PSA 1.5 DV5D ;1498;;MANUAL;DIESEL;EURO V;;;16TXP0445-00;TÜV Rheinland;120.1;4.84;4.43;4.58;000134A
FORD;SUV;4x2;FORD 2.0L GDI;1999;125;AUTOMÁTICA;NAFTA;EURO V;;25/4/2018;TR83-USS379499;VCA;204.29;11.83;7.05;8.80;000493B
FORD;SUV;4x4;FORD 2.0L GDI;1999;125;AUTOMÁTICA;NAFTA;EURO V;;25/4/2018;TR83-USS357051 Rev. 1;VCA;200.43;11.65;6.93;8.65;000494B
FORD;COUPÉ;4x2;FORD 5.0L;5038;;AUTOMÁTICA;NAFTA;EURO VI b;;12/12/2017;TR83-USS379968-003;VCA;290.13;19.29;8.96;12.73;000093A
FORD;SEDÁN 4 / 5 PUERTAS;4x2;FORD 1.5L Dragon Ti-VCT;1496;90.5;MANUAL;NAFTA;EURO V;54;6/7/2018;TPG142379;FORD MOTR COMPANY, BRASIL;134.16;7.04;5.04;5.77;000473B
FORD;SEDÁN 4 / 5 PUERTAS;4x2;FORD 1.5L Dragon Ti-VCT;1496;90.5;AUTOMÁTICA;NAFTA;EURO V;55;6/7/2018;TPG142416;FORD MOTR COMPANY, BRASIL;150.06;8.18;5.44;6.45;000474B
FORD;SUV 5 PUERTAS;4x2 / 4x4;FORD 2.0L GTDI;1999;;AUTOMÁTICA;NAFTA;EURO V;196;14/12/2018;ESQ310992;VCA;210.11;12.01;7.25;9.0;000157A
FORD;SEDÁN 4 PUERTAS;4x2; FORD 2.0L PETROL - ELECTRO / TOSHIBA PERMANENT MAGNET AC MOTOR;1999;;E-CVT (Híbrida contolada electrónicamente);NAFTA - ELECTRICIDAD / ELECTRICIDAD;EURO VI d;197;18/12/2018;UST406233-1;VCA;111;5.4;4.7;4.9;000158A
FORD;SUV 5 PUERTAS;4x2;FORD 1.5 L DRAGON PFI TiVCT o  1.5 L DRAGON PFI TiCT;1497;;AUTOMÁTICA;NAFTA;EURO V;234;29/1/2019;SESE 1932/2018;FORD MOTOR COMPANY BRASIL;160.11;9.01;5.67;6.90;000220B
FORD;SUV 5 PUERTAS;4x2;FORD 1.5 L DRAGON PFI TiVCT o  1.5 L DRAGON PFI TiCT;1497;;MANUAL;NAFTA;EURO V;239;18/2/2019;SESE 1933/2018;FORD MOTOR COMPANY BRASIL;149.66;8.32;5.34;6.44;000225B
FORD;PICK UP CABINA DOBLE;4x2 / 4x4;FORD 2.0L DIESEL BI-TURBO;1996;;AUTOMÁTICA;GAS OIL;EURO V;247;1/3/2017;OST407829 (P-5-57);VCA;217;9.4;7.6;8.3;000233B
FORD;FURGÓN;4x2;FORD 2.2L PUMA (CYR5);2198;;MANUAL;GAS OIL;EURO VI;265;28/3/2019;ESN263871-3.15;VCA;208.36;8.8;7.0;7.7;000252B
FORD;PICK UP, CABINA SIMPLE / CABINA DOBLE;4x2;FORD 2.2 L Diesel (P4AT, QJ2S);2198;118;MANUAL;GAS OIL;EURO V;303;23/4/2019;OSR355417MT (P5-14);VCA;188;8.2;6.5;7.1;000278B
FORD;PICK UP, CABINA SIMPLE / CABINA DOBLE;4x4;FORD 2.2 L Diesel (P4AT, QJ2S);2198;118;MANUAL;GAS OIL;EURO V;303;23/4/2019;OSQ319372 (6a);VCA;205;9.0;7.1;7.8;000279B
FORD;PICK UP, CABINA SIMPLE / CABINA DOBLE;4x2;FORD 2.2 L Diesel (P4AT, QJ2S);2198;118;MANUAL;GAS OIL;EURO V;303;7/9/2021;OSR355417MT (P5-14);VCA;188;8.2;6.5;7.1;000278B
FORD;PICK UP, CABINA SIMPLE / CABINA DOBLE;4x4;FORD 2.2 L Diesel (P4AT, QJ2S);2198;118;MANUAL;GAS OIL;EURO V;303;7/9/2021;OSQ319372 (6a);VCA;205;9.0;7.1;7.8;000279B
FORD;COUPÉ;4x2;FORD 5.0L;5038;343;MANUAL;NAFTA;EURO VI b;402;19/7/2019;TR83-USS379968-004;VCA;295;19.3;9.3;13.0;000364B
FORD;PICK UP CABINA SIMPLE, CABINA DOBLE;4x2;FORD 2.5L NAFTA;2488;122;MANUAL;NAFTA;EURO  V;410;25/7/2019;OST435932;VCA;264;15;9.3;11.4;000367B
FORD;SUV;4x2;FORD 2.5L DURA D4 IVCT ATK FHEV / TOSHIBA PERMANENT MAGNET SYNCHRONOUS AC MOTOR;2488;121;E-CVT (Hibrida controlada electrónicamente) ;NAFTA / ELECTRICIDAD;EURO V;460;20/8/2019;3071-603239;TÜV Rheinland;120;4.1;5.8;5.1;000402B
FORD;SUV 5 PUERTAS;4x2;JMC 1.5 Ecoboost GTDI ;1490;105;CVT;NAFTA;EURO V;531;20/11/2019;CN19100188;IDIADA;208;11;7.3;8.7;000467B
FORD;SUV 5 PUERTAS;4x2;JMC 1.5 Ecoboost GTDI ;1490;105;;;EURO V;531;24/8/2021;CN21060164;IDIADA;208;11.0;7.3;8.7;000467B
FORD;PICK UP;4x2, 4x4;FORD 3.2L Diesel (SA2S);3198;147;MANUAL;GAS OIL;EURO V;544;9/12/2019;OSS366501 (C);VCA;228;10.5;7.6;8.7;000478B
FORD;PICK UP;4x2;FORD 2.2L DIESEL (QJ2S);2198;118;AUTOMÁTICA;GAS OIL;EURO V;554;23/5/2021;101R-013376;VCA;203;9.7;6.7;7.8;000483B
FORD;PICK UP;4x4;FORD 2.2L DIESEL (QJ2S);2198;118;AUTOMÁTICA;GAS OIL;EURO V;554;23/5/2021;101R-013376;VCA;209;9.6;7;8;000670C
FORD;PICK UP;4x2;FORD 3.2L DIESEL (SA2S);3198;147;AUTOMÁTICA;GAS OIL;EURO V;556;10/1/2020;OSR335418AT(P-5-16);VCA;225;11.3;6.9;8.5;000484B
FORD;PICK UP;4x4;FORD 3.2L DIESEL (SA2S);3198;147;AUTOMÁTICA;GAS OIL;EURO V;556;10/1/2020;OSQ319373(13);VCA;240;11.7;7.6;9.1;000673C
FORD;PICK UP;4x4;FORD 5.0L DOHC / 5.0L DOHC PDFI NAFTA;5038;295;AUTOMÁTICA;NAFTA;Euro V;680;19/6/2020;7247129;VCA;282;17.7;9.4;12.4;000571C
FORD;SUV;4x2;FORD 1.5L DRAGON PFI TiVCT (XZJD);1496;90.5;MANUAL;NAFTA;EURO V;816;10/2/2021;TR02 USP297051 ;INTA;152.3;8.74;5.34;6.59;000695D
FORD;SUV;4x2;FORD 1.5L DRAGON PFI TiVCT (XZJD);1496;90.5;MANUAL;NAFTA;EURO V;816;12/8/2021;17-101000000-0523 Ext.8;INTA;152.3;8.74;5.34;6.60;000695D
FORD;SUV;4x2;FORD 1.5L DRAGON PFI TiVCT (XZJD);1496;90.5;AUTOMÁTICA;NAFTA;EURO V;817;10/2/2021;TR02 USP297051 ;INTA;164.2;9.47;5.73;7.1;000696D
FORD;SUV;4x2;FORD 1.5L DRAGON PFI TiVCT (XZJD);1496;90.5;AUTOMÁTICA;NAFTA;EURO V;817;19/7/2021;17-101000000-0523 Ext.8;INTA;164.2;9.47;5.73;7.1;000696D
FORD;PICK UP CABINA DOBLE;4x2, 4x4;FORD 3.5L GTDI FHEV / TOSHIBA Permanent Magnet Synchronous AC motor;3497;321;AUTOMÁTICA;NAFTA / ELECTRICIDAD;TIER 3 BIN 70;861;22/4/2021;7249153;TÜV Rheinland Group;229;11;9.2;9.9;000740D
FORD;PICK UP CABINA DOBLE;4x4;FORD 3.5L TIVCT Raptor;3497;335.5;AUTOMÁTICA;NAFTA;TIER 3 BIN 50;887;5/7/2021;T101-USW515555-3.5L Raptor;VCA;13.4;18.6;10.3;13.4;000772D
FORD;PICK UP CABINA DOBLE;4x2, 4x4;FORD 2.0L TIVCT GTDI;1999;186;AUTOMÁTICA;NAFTA;TIER 3 BIN 70;913;;7250123;VCA;164;11.8;4.5;7.2;000799D
FORD;PICK UP CABINA DOBLE;4x4;FORD 5.0L DOHC PDFI;5083;295;AUTOMÁTICA;NAFTA;TIER 3 Bin 30;948;2/12/2021;7247317;TÜV Rheinland Luxemburg GmbH;279;17.4;8.9;12;000831D
FOTON;DE CARGA CABINA SIMPLE;4x2;FOTON 4W12M1;1206;;MANUAL;NAFTA;EURO V;163;22/10/2018;LC 1139 002 18;LUXCONTROL S.A.;176;9.6;6.5;7.6;000115A
FOTON;DE CARGA CABINA DOBLE;4x2;FOTON 4W12M1;1206;;MANUAL;NAFTA;EURO V;163;22/10/2018;LC 1139 002 18;LUXCONTROL S.A.;176;9.6;6.5;7.6;000115A
FOTON;CAMION;4x2;HARBIN DONGAN AUTO-ENGINE DAM15R;1498;76.5;MANUAL;NAFTA;EURO V;500;26/9/2019;0206/ISP/OMLS/19;CSI S.p.A.;201;11.5;6.7;8.5;000435B
GREAT WALL;PICK UP;4x2, 4x4;GREAT WALL GW4D20D;1996;102;MANUAL;GAS OIL;EURO V;377;23/5/2019;CSU446678;VCA;214;9.8;7.2;8.2;000340B
GREAT WALL;PICK UP;4x2, 4x4;GREAT WALL GW4D20M;1996;120;AUTOMÁTICA;GAS OIL;EURO V;818;10/2/2021;88-R101-239/20-00;TÜV Rheinland ;227;9.7;7.4;8.6;000697D
HAVAL;RURAL;4x4;GREAT WALL GW4C20A;1967;;AUTOMÁTICA;NAFTA;EURO V;199;18/12/2018;88-R101-818/17-00;TÜV Rheinland;260;13.5;9.6;11.1;000162A
HAVAL;RURAL;4x4;GREAT WALL GW4C20;1967;;AUTOMÁTICA;NAFTA;EURO V;200;18/12/2018;88-R101-814/17-00;TÜV Rheinland;288;17.2;9.8;12.5;000163A
HAVAL;RURAL;4x2;HAVAL GW4B15;1499;;AUTOMÁTICA;NAFTA;EURO V;280;15/4/2019;LC 1157 044 17;LUXCONTROL S.A.;178;9.6;6.7;7.7;000263B
HAVAL;RURAL;4x2;GREAT WALL GW4C20;1967;140;DCT;NAFTA;;288;22/4/2019;LC 1157 026 17;LUXCONTROL S.A.;203;11.1;7.5;8.8;000268B
HAVAL;RURAL;4x2;GREAT WALL GW4G15K;1497;105;MANUAL;NAFTA;EURO V;819;10/2/2021;88-R101-498/20-00;TÜV Rheinland ;172;9.9;6.1;7.5;000698D
HAVAL;RURAL;4x2;GREAT WALL GW4G15K;1497;105;AUTOMÁTICA;NAFTA;EURO V;820;17/2/2021;88-R101-499/20-00;TÜV Rheinland ;188;10.6;6.8;8.2;000699D
HAVAL;RURAL;4x2;GREAT WALL GW4N20;1998;150;AUTOMÁTICA;NAFTA;EURO V;848;29/3/2021;CN20100352;IDIADA;176;9.6;6.5;7.6;000724D
HAVAL;RURAL;4x4;GREAT WALL GW4N20;1998;150;AUTOMÁTICA;NAFTA;EURO V;848;29/3/2021;CN20100352;IDIADA;197;10.6;7.4;8.6;000725D
HONDA;SEEDÁN 4 PUERTAS;4x2;HONDA L15B7;1498;;CVT;NAFTA;EURO V;;18/8/2016;T02 BSR345745 00;VCA;143;8.2;4.9;6.1;000109A
HONDA;SEDÁN 4 PUERTAS;4x2;HONDA R20Z5;1997;;MANUAL;NAFTA;EURO V;;18/8/2016;T02 BSR345745 02 01;VCA;169;9.9;5.5;7.0;000414B
HONDA;SEDÁN 4 PUERTAS;4x2;HONDA R20Z5;1997;;CVT;NAFTA;EURO V;;18/8/2016;T02 BSR345745 01;VCA;158.39;9.09;5.46;6.80;000128A
HONDA;SEDÁN 5 PUERTAS;4x2;HONDA L15Z9;1496;;CVT;NAFTA;EURO V;;13/8/2018;T02 BSS360549 00;VCA;154;8.2;5.7;6.6;000088A
HONDA;RURAL;4x4;HONDA L15BE;1498;;CVT;NAFTA;EURO V;;9/8/2017;H1760552835/004;VINÇOTTE nv;161;8.7;5.8;6.9;000092A
HONDA;SEDÁN 5 PUERTAS;4x2;HONDA L15ZA;1496;;MANUAL;NAFTA;EURO V;;31/1/2018;T02 BST402848 02;VCA;142.92;7.86;5.12;6.13;000121A
HONDA;SEDÁN 5 PUERTAS;4x2;HONDA L15ZA;1496;;CVT;NAFTA;EURO V;;31/1/2018;T02 BST402848 01;VCA;137.51;7.28;5.08;5.90;000119A
HONDA;SEDÁN 4 PUERTAS;4x2;HONDA K20C4;1996;;AUTOMÁTICA;NAFTA;EURO V;68;13/4/2018;H1760552835/098;VINÇOTTE nv;192;12.1;6.1;8.3;000112A
HONDA;SEDÁN 4 PUERTAS;4x2;HONDA L15BE;1498;;CVT;NAFTA;EURO V;69;13/4/2018;H1760552835/097;VINÇOTTE nv;156;9.0;5.3;6.7;000107A
HONDA;BERLINA 4 PUERTAS CON PORTÓN TRASERO;4x2;HONDA R18ZB;1799;;CVT;NAFTA;EURO V;131;3/9/2018;H1860552835/067;VINÇOTTE nv;151;8.2;5.5;6.5;000058A
HONDA;SEDÁN 5 PUERTAS;4x2;HONDA L15Z9;1.496;88;CVT;NAFTA;EURO V;368;17/5/2019;T02 BSS360549 00 Issue 1;VCA;154.28;8.2;5.7;6.62;000331B
HONDA;SEDÁN 5 PUERTAS;4x2;HONDA L15Z9;1.496;88;CVT;NAFTA;EURO V;368;1/2/2021;T02 BSV480729 01;VCA;154.28;8.2;5.7;6.62;000331B
HONDA;SEDÁN 5 PUERTAS;4x2;HONDA L15ZA;1496;88;CVT;NAFTA;EURO V;399;1/7/2019;T02 BST402848 01;VCA;137.51;7.28;5.08;5.90;000362B
HONDA;SEDÁN 5 PUERTAS;4x2;HONDA L15ZA;1496;88;MANUAL;NAFTA;EURO V;403;22/7/2019;T02 BST402848 02 01;VCA;143;7.9;5.1;6.1;000365B
HONDA;RURAL;4x2;HONDA J35Y6;3471;205;AUTOMÁTICA;NAFTA;EURO  V;428;1/8/2019;H1960552835/038;VINÇOTTE nv;238;7;12.8;9.8;000378B
HONDA;RURAL;4x4;HONDA J35Y6;3471;205;AUTOMÁTICA;NAFTA;EURO V;430;2/8/2019;H1960552835/038;VINÇOTTE nv;238;7;12.8;9.8;000380B
HYUNDAI;CHASIS LARGO / CHASIS EXTRA LARGO;4x2;HYUNDAI D4CB;2497;;MANUAL;GAS OIL;EURO V;;24/1/2018;KR12050004;IDIADA;256;12.4;8.2;9.7;000193B
HYUNDAI;SEDÁN 5 PUERTAS;4x2;HYUNDAI G4LA;1248;;MANUAL;NAFTA;EURO V;;31/1/2017;KR14040131;IDIADA;136.64;7.46;4.97;5.89;000137A
HYUNDAI;SEDÁN 5 PUERTAS;4x2;HYUNDAI G4LA;1248;;AUTOMÁTICA;NAFTA;EURO V;;31/1/2017;KR14040132;IDIADA;149.57;8.11;5.46;6.44;000138A
HYUNDAI;FURGÓN / CHASIS CON CABINA;4x2;HYUNDAI D4CB;2497;;MANUAL (RF 3.538);GAS OIL;EURO V;;24/6/2015;KR14080042;IDIADA;229;10.5;7.6;8.7;000197B
HYUNDAI;CAMIÓN;4x2;HYUNDAI D4CB;2497;;MANUAL (RF 3.538);GAS OIL;EURO V;;24/6/2015;KR14080042;IDIADA;261;12.2;8.6;9.9;000198B
HYUNDAI;FURGÓN / CHASIS CON CABINA;4x2;HYUNDAI D4CB;2497;;MANUAL (RF 3.917);GAS OIL;EURO V;;24/6/2015;KR14080044;IDIADA;246;11.4;8.1;9.4;000199B
HYUNDAI;CAMIÓN;4x2;HYUNDAI D4CB;2497;;MANUAL (RF 3.917);GAS OIL;EURO V;;24/6/2015;KR14080044;IDIADA;261;12.2;8.6;9.9;000200B
HYUNDAI;SUV;4x2;HYUNDAI G4NA;1999;;MANUAL;NAFTA;EURO V;;10/11/2015;VSQ316426;VCA;186.10;10.82;6.2;7.7;000174A
HYUNDAI;SUV;4x4;HYUNDAI G4NA;1999;;MANUAL;NAFTA;EURO V;;10/11/2015;VSQ316426;VCA;192.90;11.03;6.70;8.3;000175A
HYUNDAI;SUV;4x2;HYUNDAI G4NA;1999;;AUTOMÁTICA;NAFTA;EURO V;;10/11/2015;VSQ316426;VCA;188.98;11.26;6.31;8.1;000176A
HYUNDAI;SUV;4x4;HYUNDAI G4NA;1999;;AUTOMÁTICA;NAFTA;EURO V;;10/11/2015;VSQ316426;VCA;200.06;11.59;6.86;8.60;000177A
HYUNDAI;SUV;4x2 / 4x4;HYUNDAI D4HA;1995;;MANUAL;DIESEL;EURO V;;20/11/2015;VSR337023;VCA;146;6.9;4.8;5.6;000189B
HYUNDAI;SUV;4x2;HYUNDAI D4HA;1995;;AUTOMÁTICA;DIESEL;EURO V;;20/11/2015;VSQ316435;VCA;159;7.9;5.1;6.1;000190B
HYUNDAI;SUV;4x4;HYUNDAI D4HA;1995;;AUTOMÁTICA;DIESEL;EURO V;;20/11/2015;VSQ316435;VCA;169;8.2;5.4;6.4;000191B
HYUNDAI;SUV;4x2;HYUNDAI G4FG;1591;;MANUAL;NAFTA;EURO V;;1/4/2016;KR15060114;IDIADA;156;8.7;5.6;6.7;000170A
HYUNDAI;SUV;4x2;HYUNDAI G4FG;1591;;AUTOMÁTICA;NAFTA;EURO V;;1/4/2016;KR15060114;IDIADA;163;9.1;5.8;7.0;000171A
HYUNDAI;SUV;4x2 / 4x4;HYUNDAI G4FJ;1591;;AUTOMÁTICA;NAFTA;EURUO V;;3/5/2016;83-V039-44286-10;TÜV Rheinland;184;10.0;6.7;7.9;000181B
HYUNDAI;SEDÁN 5 PUERTAS;4x2;HYUNDAI G4LE / HYUNDAI MOBIS 36500-2BDB0;1580;;AUTOMÁTICA;NAFTA / ELECTRICIDAD;EURO V;6;13/3/2018;83-V039-45954-30;TÜV Rheinland;91;3.9;3.9;4.0;000253B
HYUNDAI;COUPÉ 4 PUERTAS;4x2;HYUNDAI G4NH;1999;;MANUAL;NAFTA;EURO V;44;12/4/2018;83-V039-52789-61;TÜV Rheinland;166;9.6;5.6;7.1;000207B
HYUNDAI;COUPÉ 4 PUERTAS;4x2;HYUNDAI G4NH;1999;;AUTOMÁTICA;NAFTA;EURO V;45;12/4/2018;83-V039-52789-62;TÜV Rheinland;168;9.7;5.7;7.2;000208B
HYUNDAI;COUPÉ 4 PUERTAS;4x2;HYUNDAI G4FJ;1591;;MANUAL;NAFTA;EURO V;49;5/4/2018;83-V039-52789-59;TÜV Rheinland;175;10.2;5.9;7.5;000226B
HYUNDAI;COUPÉ 4 PUERTAS;4x2;HYUNDAI G4FJ;1591;;AUTOMÁTICA;NAFTA;EURO V;50;5/4/2018;83-V039-52789-60;TÜV Rheinland;157;8.8;5.5;6.7;000227B
HYUNDAI;COMERCIAL LIVIANO;4x2;HYUNDAI D4CB;2497;;MANUAL;GAS OIL;EURO V;66;27/4/2018;KSS384808 (9163, 3776);VCA;276.19;13.01;9.00;10.51;000126A
HYUNDAI;TODOTERRENO;4x4;HYUNDAI G4FJ;1591;;AUTIMÁTICA;NAFTA;EURO V;135;6/9/2018;RDW-715/2007-0056523;RDW;157.42;8.24;6.11;6.89;000073A
HYUNDAI;SEDÁN 3 PUERTAS CON PORTÓN;4x2;HYUNDAI G4KH;1998;;MANUAL;NAFTA;EURO V;159;21/9/2018;83-V039-55199-23;TÜV Rheinland;215.75;12.91;7.04;9.21;000091A
HYUNDAI;RURAL 5 PUERTAS -- TODOTERRENO;4x2 / 4x4;HYUNDAI G4KE;2359;;AUTOMÁTICA;NAFTA;EURO V;179;6/12/2018;KR18030151;IDIADA;239.4;13.92;8.09;10.23;000147A
HYUNDAI;RURAL 5 PUERTAS -- TODOTERRENO;4x2 / 4x4;HYUNDAI G4KE;2359;;MANUAL;NAFTA;EURO V;180;6/12/2018;KR18030151;IDIADA;231.8;13.55;7.76;9.91;000146A
HYUNDAI;TODOTERRENO;4x4;HYUNDAI G6DC;3470;;AUTOMÁTICA;NAFTA;EURO V;184;6/12/2018;KR18030159;IDIADA;255.1;15.19;8.39;10.89;000148A
HYUNDAI;RURAL 5 PUERTAS -- TODOTERRENO;4x2 / 4x4;HYUNDAI D4HB;2199;;MANUAL;GAS OIL;EURO V;185;6/12/2018;KR18050097;IDIADA;168.86;8.02;5.47;6.41;000149A
HYUNDAI;RURAL 5 PUERTAS -- TODOTERRENO;4x2 / 4x4;HYUNDAI D4HB;2199;;AUTOMÁTICA;GAS OIL;EURO V;187;6/12/2018;KR18030163;IDIADA;203.70;10.16;6.33;7.74;000150A
HYUNDAI;RURAL 5 PUERTAS, TODOTERRENO;4x2 / 4x4;HYUNDAI D4HA;1995;;AUTOMÁTICA;GAS OIL;EURO V;254;20/3/2019;83-V039-55185-191;RDW;168.27;8.12;5.39;6.39;000240B
HYUNDAI;RURAL 5 PUERTAS;4x2;HYUNDAI G4FG;1591;90.2;AUTOMÁTICA;NAFTA;EURO V;444;15/8/2019;KR19060218;IDIADA;175;9.49;6.31;7.49;000393B
HYUNDAI;MICROBUS, VAN;4x2;HYUNDAI D4HB;2199;130;MANUAL;GAS OIL;EURO V;946;30/11/2021; H2160959396/337;VINÇOTTE n.v.;205;9.8;6.6;7.8;000829D
HYUNDAI;MICROBUS, VAN;4x2;HYUNDAI D4HB;2199;130;AUTOMÁTICA;GAS OIL;EURO V;947;2/12/2021;H2160959396/511;VINÇOTTE n.v.;205;10;6.4;7.7;000830D
HYUNDAI;MICROBUS, VAN;4x4;HYUNDAI D4HB;2199;130;AUTOMÁTICA;GAS OIL;EURO V;949;3/12/2021;H2160959396/512 ;VINÇOTTE n.v.;218;10.4;7;8.2;000832D
HYUNDAI;SEDÁN 5 PUERTAS;4x2;HYUNDAI G4LE / HYUNDAI MOBIS 36500-2BDB0;1580;;AUTOMÁTICA;NAFTA / ELECTRICIDAD;EURO V;6;13/3/2018;83-V039-45954-30;TÜV Rheinland;91;3.9;3.9;4.0;000253B
ISUZU;PICK UP;4x2 - 4x4;ISUZU 4JJ1E5S-LA o 4JJ1;2999;;AUTOMÁTICA;GAS OIL;EURO V;210;2/1/2019;82-Rep101-99152TFAT/18;TÜV Rheinland;212.10;9.28;7.37;8.06;000168A
ISUZU;PICK UP;4x2 - 4x4;ISUZU 4JJ1E5S-LA o 4JJ1;2999;;MANUAL;GAS OIL;EURO V;211;2/1/2019;82-Rep101-99152TFMT/18;TÜV Rheinland;217.01;9.67;7.43;8.25;000169A
ISUZU;PICK UP;4x2;ISUZU 4JJ3E5S-LA o 4JJ3;2999;140;MANUAL;GAS OIL;EURO V;845;23/3/2021;82-R101-17437CM/19;TÜV Rheinland;194.26;9.32;6.25;7.37;000721D
ISUZU;PICK UP;4x4;ISUZU 4JJ3E5S-LA o 4JJ3;2999;140;MANUAL;GAS OIL;EURO V;845;23/3/2021;82-R101-17437CM/19;TÜV Rheinland;205.98;9.8;6.66;7.83;000764D
